date,currency,usd_rate
2025-08-07,AED,0.271935
2025-08-08,AED,0.271929
2025-08-11,AED,0.271915
2025-08-12,AED,0.27189
2025-08-13,AED,0.271877
2025-08-14,AED,0.271904
2025-08-15,AED,0.271884
2025-08-18,AED,0.271894
2025-08-19,AED,0.271857
2025-08-20,AED,0.271861
2025-08-21,AED,0.271866
2025-08-22,AED,0.271856
2025-08-25,AED,0.271858
2025-08-26,AED,0.271832
2025-08-27,AED,0.271802
2025-08-28,AED,0.271807
2025-08-29,AED,0.271841
2025-09-01,AED,0.271811
2025-09-02,AED,0.2718
2025-09-03,AED,0.271805
2025-09-04,AED,0.271779
2025-09-05,AED,0.271777
2025-09-08,AED,0.2718
2025-09-09,AED,0.271804
2025-09-10,AED,0.271837
2025-09-11,AED,0.271812
2025-09-12,AED,0.271815
2025-09-15,AED,0.271812
2025-09-16,AED,0.271842
2025-09-17,AED,0.271817
2025-09-18,AED,0.271817
2025-09-19,AED,0.271836
2025-09-22,AED,0.271816
2025-09-23,AED,0.271799
2025-09-24,AED,0.27178
2025-09-25,AED,0.271719
2025-09-26,AED,0.271731
2025-09-29,AED,0.271696
2025-09-30,AED,0.271707
2025-10-01,AED,0.271724
2025-10-02,AED,0.271707
2025-10-03,AED,0.271717
2025-10-06,AED,0.271721
2025-10-07,AED,0.271709
2025-10-08,AED,0.271731
2025-10-09,AED,0.271766
2025-10-10,AED,0.271734
2025-10-13,AED,0.27173
2025-10-14,AED,0.271739
2025-10-15,AED,0.271728
2025-10-16,AED,0.271727
2025-10-17,AED,0.271734
2025-10-20,AED,0.271706
2025-10-21,AED,0.271707
2025-10-22,AED,0.271733
2025-10-23,AED,0.271731
2025-10-24,AED,0.271752
2025-10-27,AED,0.271783
2025-10-28,AED,0.271815
2025-10-29,AED,0.271811
2025-10-30,AED,0.271809
2025-10-31,AED,0.271838
2025-11-03,AED,0.271796
2025-11-04,AED,0.271775
2025-11-05,AED,0.271774
2025-11-06,AED,0.271773
2025-11-07,AED,0.271764
2025-11-10,AED,0.271756
2025-11-11,AED,0.271706
2025-11-12,AED,0.271712
2025-11-13,AED,0.271705
2025-11-14,AED,0.271692
2025-11-17,AED,0.271642
2025-11-18,AED,0.27165
2025-11-19,AED,0.271649
2025-11-20,AED,0.271626
2025-11-21,AED,0.27165
2025-11-24,AED,0.271641
2025-11-25,AED,0.271662
2025-11-26,AED,0.271649
2025-11-27,AED,0.271665
2025-11-28,AED,0.271659
2025-12-01,AED,0.271672
2025-12-02,AED,0.271635
2025-12-03,AED,0.271598
2025-12-04,AED,0.2716
2025-12-05,AED,0.271637
2025-12-08,AED,0.271642
2025-12-09,AED,0.271638
2025-12-10,AED,0.271634
2025-12-11,AED,0.271644
2025-12-12,AED,0.271611
2025-12-15,AED,0.271611
2025-12-16,AED,0.271611
2025-12-17,AED,0.271626
2025-12-18,AED,0.271629
2025-12-19,AED,0.271622
2025-01-01,PLN,0.244404
2025-01-02,PLN,0.244494
2025-01-03,PLN,0.245984
2025-01-06,PLN,0.246977
2025-01-07,PLN,0.247805
2025-01-08,PLN,0.247366
2025-01-09,PLN,0.248026
2025-01-10,PLN,0.248005
2025-01-13,PLN,0.247907
2025-01-14,PLN,0.247317
2025-01-15,PLN,0.246912
2025-01-16,PLN,0.24566
2025-01-17,PLN,0.245184
2025-01-20,PLN,0.245611
2025-01-21,PLN,0.246281
2025-01-22,PLN,0.248248
2025-01-23,PLN,0.247524
2025-01-24,PLN,0.245966
2025-01-27,PLN,0.245493
2025-01-28,PLN,0.245598
2025-01-29,PLN,0.244327
2025-01-30,PLN,0.243622
2025-01-31,PLN,0.243693
2025-02-03,PLN,0.242824
2025-02-04,PLN,0.24209
2025-02-05,PLN,0.241559
2025-02-06,PLN,0.242718
2025-02-07,PLN,0.242087
2025-02-10,PLN,0.241197
2025-02-11,PLN,0.241784
2025-02-12,PLN,0.241526
2025-02-13,PLN,0.242769
2025-02-14,PLN,0.24154
2025-02-17,PLN,0.242192
2025-02-18,PLN,0.241239
2025-02-19,PLN,0.239435
2025-02-20,PLN,0.238574
2025-02-21,PLN,0.240008
2025-02-24,PLN,0.240494
2025-02-25,PLN,0.239017
2025-02-26,PLN,0.238839
2025-02-27,PLN,0.239671
2025-02-28,PLN,0.238859
2025-03-03,PLN,0.240327
2025-03-04,PLN,0.240764
2025-03-05,PLN,0.240947
2025-03-06,PLN,0.239855
2025-03-07,PLN,0.239824
2025-03-10,PLN,0.237369
2025-03-11,PLN,0.237473
2025-03-12,PLN,0.238
2025-03-13,PLN,0.238197
2025-03-14,PLN,0.23867
2025-03-17,PLN,0.23981
2025-03-18,PLN,0.240503
2025-03-19,PLN,0.239121
2025-03-20,PLN,0.240851
2025-03-21,PLN,0.241928
2025-03-24,PLN,0.241558
2025-03-25,PLN,0.242199
2025-03-26,PLN,0.242257
2025-03-27,PLN,0.24169
2025-03-28,PLN,0.241588
2025-03-31,PLN,0.241372
2025-04-01,PLN,0.240096
2025-04-02,PLN,0.237963
2025-04-03,PLN,0.237013
2025-04-04,PLN,0.236536
2025-04-07,PLN,0.237847
2025-04-08,PLN,0.238747
2025-04-09,PLN,0.238968
2025-04-10,PLN,0.239973
2025-04-11,PLN,0.240436
2025-04-14,PLN,0.241349
2025-04-15,PLN,0.241436
2025-04-16,PLN,0.240856
2025-04-17,PLN,0.239735
2025-04-18,PLN,0.240804
2025-04-21,PLN,0.242772
2025-04-22,PLN,0.241549
2025-04-23,PLN,0.241187
2025-04-24,PLN,0.239567
2025-04-25,PLN,0.238653
2025-04-28,PLN,0.237608
2025-04-29,PLN,0.236654
2025-04-30,PLN,0.238558
2025-05-01,PLN,0.239283
2025-05-02,PLN,0.238785
2025-05-05,PLN,0.238029
2025-05-06,PLN,0.239844
2025-05-07,PLN,0.239842
2025-05-08,PLN,0.241245
2025-05-09,PLN,0.241896
2025-05-12,PLN,0.241945
2025-05-13,PLN,0.243386
2025-05-14,PLN,0.245578
2025-05-15,PLN,0.245109
2025-05-16,PLN,0.244242
2025-05-19,PLN,0.243922
2025-05-20,PLN,0.243336
2025-05-21,PLN,0.243343
2025-05-22,PLN,0.243184
2025-05-23,PLN,0.242533
2025-05-26,PLN,0.243811
2025-05-27,PLN,0.244648
2025-05-28,PLN,0.246078
2025-05-29,PLN,0.246762
2025-05-30,PLN,0.244922
2025-06-02,PLN,0.245419
2025-06-03,PLN,0.243502
2025-06-04,PLN,0.243567
2025-06-05,PLN,0.244063
2025-06-06,PLN,0.244507
2025-06-09,PLN,0.244085
2025-06-10,PLN,0.244303
2025-06-11,PLN,0.244327
2025-06-12,PLN,0.245301
2025-06-13,PLN,0.246381
2025-06-16,PLN,0.246856
2025-06-17,PLN,0.247736
2025-06-18,PLN,0.246633
2025-06-19,PLN,0.247627
2025-06-20,PLN,0.247171
2025-06-23,PLN,0.246811
2025-06-24,PLN,0.248103
2025-06-25,PLN,0.248542
2025-06-26,PLN,0.248476
2025-06-27,PLN,0.248668
2025-06-30,PLN,0.246634
2025-07-01,PLN,0.245479
2025-07-02,PLN,0.245413
2025-07-03,PLN,0.245963
2025-07-04,PLN,0.246306
2025-07-07,PLN,0.246449
2025-07-08,PLN,0.247011
2025-07-09,PLN,0.246138
2025-07-10,PLN,0.245726
2025-07-11,PLN,0.245312
2025-07-14,PLN,0.246458
2025-07-15,PLN,0.24567
2025-07-16,PLN,0.246653
2025-07-17,PLN,0.246748
2025-07-18,PLN,0.246833
2025-07-21,PLN,0.246889
2025-07-22,PLN,0.247254
2025-07-23,PLN,0.24631
2025-07-24,PLN,0.246384
2025-07-25,PLN,0.246599
2025-07-28,PLN,0.244182
2025-07-29,PLN,0.244265
2025-07-30,PLN,0.242019
2025-07-31,PLN,0.242035
2025-08-01,PLN,0.242788
2025-08-04,PLN,0.244088
2025-08-05,PLN,0.242719
2025-08-06,PLN,0.241497
2025-08-07,PLN,0.242023
2025-08-08,PLN,0.242928
2025-08-11,PLN,0.24321
2025-08-12,PLN,0.243653
2025-08-13,PLN,0.244588
2025-08-14,PLN,0.246534
2025-08-15,PLN,0.249139
2025-08-18,PLN,0.249138
2025-08-19,PLN,0.249867
2025-08-20,PLN,0.250606
2025-08-21,PLN,0.249977
2025-08-22,PLN,0.249326
2025-08-25,PLN,0.249291
2025-08-26,PLN,0.248232
2025-08-27,PLN,0.249429
2025-08-28,PLN,0.247898
2025-08-29,PLN,0.248203
2025-09-01,PLN,0.250258
2025-09-02,PLN,0.251177
2025-09-03,PLN,0.252166
2025-09-04,PLN,0.250589
2025-09-05,PLN,0.250463
2025-09-08,PLN,0.248987
2025-09-09,PLN,0.247801
2025-09-10,PLN,0.249111
2025-09-11,PLN,0.250525
2025-09-12,PLN,0.251075
2025-09-15,PLN,0.251025
2025-09-16,PLN,0.25037
2025-09-17,PLN,0.249854
2025-09-18,PLN,0.251297
2025-09-19,PLN,0.25116
2025-09-22,PLN,0.250912
2025-09-23,PLN,0.251527
2025-09-24,PLN,0.251672
2025-09-25,PLN,0.251283
2025-09-26,PLN,0.252036
2025-09-29,PLN,0.251842
2025-09-30,PLN,0.251325
2025-10-01,PLN,0.249784
2025-10-02,PLN,0.250241
2025-10-03,PLN,0.249962
2025-10-06,PLN,0.250077
2025-10-07,PLN,0.248644
2025-10-08,PLN,0.248826
2025-10-09,PLN,0.248237
2025-10-10,PLN,0.24817
2025-10-13,PLN,0.247858
2025-10-14,PLN,0.246517
2025-10-15,PLN,0.246184
2025-10-16,PLN,0.247017
2025-10-17,PLN,0.246649
2025-10-20,PLN,0.24755
2025-10-21,PLN,0.248001
2025-10-22,PLN,0.247721
2025-10-23,PLN,0.249287
2025-10-24,PLN,0.250621
2025-10-27,PLN,0.252254
2025-10-28,PLN,0.252279
2025-10-29,PLN,0.251617
2025-10-30,PLN,0.253456
2025-10-31,PLN,0.255738
2025-11-03,PLN,0.256847
2025-11-04,PLN,0.257198
2025-11-05,PLN,0.256345
2025-11-06,PLN,0.25615
2025-11-07,PLN,0.25524
2025-11-10,PLN,0.256134
2025-11-11,PLN,0.25715
2025-11-12,PLN,0.257644
2025-11-13,PLN,0.256269
2025-11-14,PLN,0.255395
2025-11-17,PLN,0.254565
2025-11-18,PLN,0.254782
2025-11-19,PLN,0.253109
2025-11-20,PLN,0.253471
2025-11-21,PLN,0.254021
2025-11-24,PLN,0.254264
2025-11-25,PLN,0.253478
2025-11-26,PLN,0.253719
2025-11-27,PLN,0.254675
2025-11-28,PLN,0.256305
2025-12-01,PLN,0.255437
2025-12-02,PLN,0.254057
2025-12-03,PLN,0.253016
2025-12-04,PLN,0.25184
2025-12-05,PLN,0.251134
2025-12-08,PLN,0.2511
2025-12-09,PLN,0.251502
2025-12-10,PLN,0.251561
2025-12-11,PLN,0.252617
2025-12-12,PLN,0.252129
2025-12-15,PLN,0.251927
2025-12-16,PLN,0.253486
2025-12-17,PLN,0.253699
2025-12-18,PLN,0.252259
2025-12-19,PLN,0.252062
2025-01-01,CAD,0.695242
2025-01-02,CAD,0.695161
2025-01-03,CAD,0.694393
2025-01-06,CAD,0.694855
2025-01-07,CAD,0.694781
2025-01-08,CAD,0.694782
2025-01-09,CAD,0.694758
2025-01-10,CAD,0.694346
2025-01-13,CAD,0.69697
2025-01-14,CAD,0.69389
2025-01-15,CAD,0.693591
2025-01-16,CAD,0.695159
2025-01-17,CAD,0.696015
2025-01-20,CAD,0.693354
2025-01-21,CAD,0.692218
2025-01-22,CAD,0.689388
2025-01-23,CAD,0.69066
2025-01-24,CAD,0.690608
2025-01-27,CAD,0.694352
2025-01-28,CAD,0.696226
2025-01-29,CAD,0.695521
2025-01-30,CAD,0.695679
2025-01-31,CAD,0.697475
2025-02-03,CAD,0.698397
2025-02-04,CAD,0.698293
2025-02-05,CAD,0.695273
2025-02-06,CAD,0.695995
2025-02-07,CAD,0.695202
2025-02-10,CAD,0.696176
2025-02-11,CAD,0.69966
2025-02-12,CAD,0.700777
2025-02-13,CAD,0.701233
2025-02-14,CAD,0.700735
2025-02-17,CAD,0.70161
2025-02-18,CAD,0.702253
2025-02-19,CAD,0.701906
2025-02-20,CAD,0.70235
2025-02-21,CAD,0.70375
2025-02-24,CAD,0.705041
2025-02-25,CAD,0.70277
2025-02-26,CAD,0.705817
2025-02-27,CAD,0.703801
2025-02-28,CAD,0.701396
2025-03-03,CAD,0.702592
2025-03-04,CAD,0.699921
2025-03-05,CAD,0.701923
2025-03-06,CAD,0.70082
2025-03-07,CAD,0.702618
2025-03-10,CAD,0.703894
2025-03-11,CAD,0.702295
2025-03-12,CAD,0.704917
2025-03-13,CAD,0.705216
2025-03-14,CAD,0.701674
2025-03-17,CAD,0.699932
2025-03-18,CAD,0.701321
2025-03-19,CAD,0.699073
2025-03-20,CAD,0.699438
2025-03-21,CAD,0.700293
2025-03-24,CAD,0.699803
2025-03-25,CAD,0.702053
2025-03-26,CAD,0.701953
2025-03-27,CAD,0.701823
2025-03-28,CAD,0.70092
2025-03-31,CAD,0.703544
2025-04-01,CAD,0.703224
2025-04-02,CAD,0.704085
2025-04-03,CAD,0.706267
2025-04-04,CAD,0.706965
2025-04-07,CAD,0.705169
2025-04-08,CAD,0.70481
2025-04-09,CAD,0.702482
2025-04-10,CAD,0.701001
2025-04-11,CAD,0.699399
2025-04-14,CAD,0.696527
2025-04-15,CAD,0.697742
2025-04-16,CAD,0.695103
2025-04-17,CAD,0.696018
2025-04-18,CAD,0.696415
2025-04-21,CAD,0.696501
2025-04-22,CAD,0.698181
2025-04-23,CAD,0.699005
2025-04-24,CAD,0.699513
2025-04-25,CAD,0.702731
2025-04-28,CAD,0.705062
2025-04-29,CAD,0.705879
2025-04-30,CAD,0.704561
2025-05-01,CAD,0.702711
2025-05-02,CAD,0.700848
2025-05-05,CAD,0.700914
2025-05-06,CAD,0.698904
2025-05-07,CAD,0.700754
2025-05-08,CAD,0.702791
2025-05-09,CAD,0.701635
2025-05-12,CAD,0.701041
2025-05-13,CAD,0.696831
2025-05-14,CAD,0.69455
2025-05-15,CAD,0.697969
2025-05-16,CAD,0.695934
2025-05-19,CAD,0.696001
2025-05-20,CAD,0.700438
2025-05-21,CAD,0.700089
2025-05-22,CAD,0.700513
2025-05-23,CAD,0.699687
2025-05-26,CAD,0.698444
2025-05-27,CAD,0.695694
2025-05-28,CAD,0.692985
2025-05-29,CAD,0.692348
2025-05-30,CAD,0.693297
2025-06-02,CAD,0.693807
2025-06-03,CAD,0.694168
2025-06-04,CAD,0.692342
2025-06-05,CAD,0.692076
2025-06-06,CAD,0.693713
2025-06-09,CAD,0.697945
2025-06-10,CAD,0.700943
2025-06-11,CAD,0.701331
2025-06-12,CAD,0.701802
2025-06-13,CAD,0.701195
2025-06-16,CAD,0.702846
2025-06-17,CAD,0.703951
2025-06-18,CAD,0.70419
2025-06-19,CAD,0.702742
2025-06-20,CAD,0.70045
2025-06-23,CAD,0.702826
2025-06-24,CAD,0.703435
2025-06-25,CAD,0.70311
2025-06-26,CAD,0.70348
2025-06-27,CAD,0.707045
2025-06-30,CAD,0.704668
2025-07-01,CAD,0.702441
2025-07-02,CAD,0.701551
2025-07-03,CAD,0.69968
2025-07-04,CAD,0.697729
2025-07-07,CAD,0.696572
2025-07-08,CAD,0.695347
2025-07-09,CAD,0.693783
2025-07-10,CAD,0.692646
2025-07-11,CAD,0.695517
2025-07-14,CAD,0.694442
2025-07-15,CAD,0.691836
2025-07-16,CAD,0.69127
2025-07-17,CAD,0.687937
2025-07-18,CAD,0.686031
2025-07-21,CAD,0.686649
2025-07-22,CAD,0.688121
2025-07-23,CAD,0.686434
2025-07-24,CAD,0.68556
2025-07-25,CAD,0.688219
2025-07-28,CAD,0.691414
2025-07-29,CAD,0.692087
2025-07-30,CAD,0.69174
2025-07-31,CAD,0.693151
2025-08-01,CAD,0.692061
2025-08-04,CAD,0.692862
2025-08-05,CAD,0.692926
2025-08-06,CAD,0.693362
2025-08-07,CAD,0.695408
2025-08-08,CAD,0.697115
2025-08-11,CAD,0.697213
2025-08-12,CAD,0.696662
2025-08-13,CAD,0.694761
2025-08-14,CAD,0.691644
2025-08-15,CAD,0.693667
2025-08-18,CAD,0.693
2025-08-19,CAD,0.690112
2025-08-20,CAD,0.692331
2025-08-21,CAD,0.693414
2025-08-22,CAD,0.693159
2025-08-25,CAD,0.693812
2025-08-26,CAD,0.693146
2025-08-27,CAD,0.693823
2025-08-28,CAD,0.69624
2025-08-29,CAD,0.695779
2025-09-01,CAD,0.696928
2025-09-02,CAD,0.695965
2025-09-03,CAD,0.695765
2025-09-04,CAD,0.697255
2025-09-05,CAD,0.69581
2025-09-08,CAD,0.696979
2025-09-09,CAD,0.696719
2025-09-10,CAD,0.696208
2025-09-11,CAD,0.693644
2025-09-12,CAD,0.69507
2025-09-15,CAD,0.697272
2025-09-16,CAD,0.699656
2025-09-17,CAD,0.701161
2025-09-18,CAD,0.703466
2025-09-19,CAD,0.706632
2025-09-22,CAD,0.70554
2025-09-23,CAD,0.706529
2025-09-24,CAD,0.710782
2025-09-25,CAD,0.710408
2025-09-26,CAD,0.710833
2025-09-29,CAD,0.709779
2025-09-30,CAD,0.710507
2025-10-01,CAD,0.710717
2025-10-02,CAD,0.710281
2025-10-03,CAD,0.709891
2025-10-06,CAD,0.7109
2025-10-07,CAD,0.711313
2025-10-08,CAD,0.709451
2025-10-09,CAD,0.710976
2025-10-10,CAD,0.70961
2025-10-13,CAD,0.710251
2025-10-14,CAD,0.71059
2025-10-15,CAD,0.710427
2025-10-16,CAD,0.713752
2025-10-17,CAD,0.713779
2025-10-20,CAD,0.715848
2025-10-21,CAD,0.71686
2025-10-22,CAD,0.717836
2025-10-23,CAD,0.71897
2025-10-24,CAD,0.720847
2025-10-27,CAD,0.717275
2025-10-28,CAD,0.721813
2025-10-29,CAD,0.718959
2025-10-30,CAD,0.722762
2025-10-31,CAD,0.722942
2025-11-03,CAD,0.721528
2025-11-04,CAD,0.721344
2025-11-05,CAD,0.722778
2025-11-06,CAD,0.724939
2025-11-07,CAD,0.7252
2025-11-10,CAD,0.727001
2025-11-11,CAD,0.726145
2025-11-12,CAD,0.727959
2025-11-13,CAD,0.727073
2025-11-14,CAD,0.731029
2025-11-17,CAD,0.730284
2025-11-18,CAD,0.732249
2025-11-19,CAD,0.732853
2025-11-20,CAD,0.735045
2025-11-21,CAD,0.736407
2025-11-24,CAD,0.733514
2025-11-25,CAD,0.732667
2025-11-26,CAD,0.734005
2025-11-27,CAD,0.733265
2025-11-28,CAD,0.73193
2025-12-01,CAD,0.727837
2025-12-02,CAD,0.729541
2025-12-03,CAD,0.730114
2025-12-04,CAD,0.730737
2025-12-05,CAD,0.730232
2025-12-08,CAD,0.728088
2025-12-09,CAD,0.729735
2025-12-10,CAD,0.731311
2025-12-11,CAD,0.733511
2025-12-12,CAD,0.733482
2025-12-15,CAD,0.73582
2025-12-16,CAD,0.738676
2025-12-17,CAD,0.73896
2025-12-18,CAD,0.739362
2025-12-19,CAD,0.740463
2025-01-01,SGD,0.736041
2025-01-02,SGD,0.736796
2025-01-03,SGD,0.736973
2025-01-06,SGD,0.73622
2025-01-07,SGD,0.738031
2025-01-08,SGD,0.738259
2025-01-09,SGD,0.737575
2025-01-10,SGD,0.737746
2025-01-13,SGD,0.737919
2025-01-14,SGD,0.738536
2025-01-15,SGD,0.738698
2025-01-16,SGD,0.738239
2025-01-17,SGD,0.739718
2025-01-20,SGD,0.741737
2025-01-21,SGD,0.742021
2025-01-22,SGD,0.742557
2025-01-23,SGD,0.743567
2025-01-24,SGD,0.743859
2025-01-27,SGD,0.742599
2025-01-28,SGD,0.743439
2025-01-29,SGD,0.743616
2025-01-30,SGD,0.741054
2025-01-31,SGD,0.742211
2025-02-03,SGD,0.744197
2025-02-04,SGD,0.745893
2025-02-05,SGD,0.745897
2025-02-06,SGD,0.746634
2025-02-07,SGD,0.747428
2025-02-10,SGD,0.747021
2025-02-11,SGD,0.748163
2025-02-12,SGD,0.748758
2025-02-13,SGD,0.749654
2025-02-14,SGD,0.748777
2025-02-17,SGD,0.748071
2025-02-18,SGD,0.746903
2025-02-19,SGD,0.746129
2025-02-20,SGD,0.747148
2025-02-21,SGD,0.751135
2025-02-24,SGD,0.750184
2025-02-25,SGD,0.748462
2025-02-26,SGD,0.746617
2025-02-27,SGD,0.747711
2025-02-28,SGD,0.747989
2025-03-03,SGD,0.746551
2025-03-04,SGD,0.745478
2025-03-05,SGD,0.743943
2025-03-06,SGD,0.74259
2025-03-07,SGD,0.742249
2025-03-10,SGD,0.743981
2025-03-11,SGD,0.744895
2025-03-12,SGD,0.743437
2025-03-13,SGD,0.742969
2025-03-14,SGD,0.743168
2025-03-17,SGD,0.744287
2025-03-18,SGD,0.742664
2025-03-19,SGD,0.742727
2025-03-20,SGD,0.741828
2025-03-21,SGD,0.741579
2025-03-24,SGD,0.741128
2025-03-25,SGD,0.743064
2025-03-26,SGD,0.744028
2025-03-27,SGD,0.74213
2025-03-28,SGD,0.7415
2025-03-31,SGD,0.742355
2025-04-01,SGD,0.74289
2025-04-02,SGD,0.743204
2025-04-03,SGD,0.742983
2025-04-04,SGD,0.739743
2025-04-07,SGD,0.738705
2025-04-08,SGD,0.73888
2025-04-09,SGD,0.737739
2025-04-10,SGD,0.739036
2025-04-11,SGD,0.739463
2025-04-14,SGD,0.738906
2025-04-15,SGD,0.737835
2025-04-16,SGD,0.739091
2025-04-17,SGD,0.738529
2025-04-18,SGD,0.738167
2025-04-21,SGD,0.737746
2025-04-22,SGD,0.738664
2025-04-23,SGD,0.737562
2025-04-24,SGD,0.737323
2025-04-25,SGD,0.737673
2025-04-28,SGD,0.737253
2025-04-29,SGD,0.738904
2025-04-30,SGD,0.739825
2025-05-01,SGD,0.739311
2025-05-02,SGD,0.738488
2025-05-05,SGD,0.737806
2025-05-06,SGD,0.739642
2025-05-07,SGD,0.740665
2025-05-08,SGD,0.738951
2025-05-09,SGD,0.737308
2025-05-12,SGD,0.73736
2025-05-13,SGD,0.736074
2025-05-14,SGD,0.735671
2025-05-15,SGD,0.734851
2025-05-16,SGD,0.736764
2025-05-19,SGD,0.737262
2025-05-20,SGD,0.739578
2025-05-21,SGD,0.738673
2025-05-22,SGD,0.73825
2025-05-23,SGD,0.736656
2025-05-26,SGD,0.736673
2025-05-27,SGD,0.736529
2025-05-28,SGD,0.735589
2025-05-29,SGD,0.735435
2025-05-30,SGD,0.735345
2025-06-02,SGD,0.737342
2025-06-03,SGD,0.736234
2025-06-04,SGD,0.735137
2025-06-05,SGD,0.733305
2025-06-06,SGD,0.732642
2025-06-09,SGD,0.730988
2025-06-10,SGD,0.731844
2025-06-11,SGD,0.732363
2025-06-12,SGD,0.731039
2025-06-13,SGD,0.730848
2025-06-16,SGD,0.730472
2025-06-17,SGD,0.731001
2025-06-18,SGD,0.732134
2025-06-19,SGD,0.731721
2025-06-20,SGD,0.734726
2025-06-23,SGD,0.734391
2025-06-24,SGD,0.733878
2025-06-25,SGD,0.734946
2025-06-26,SGD,0.736133
2025-06-27,SGD,0.735161
2025-06-30,SGD,0.734156
2025-07-01,SGD,0.734191
2025-07-02,SGD,0.733761
2025-07-03,SGD,0.73362
2025-07-04,SGD,0.734153
2025-07-07,SGD,0.734833
2025-07-08,SGD,0.736021
2025-07-09,SGD,0.733328
2025-07-10,SGD,0.73137
2025-07-11,SGD,0.730602
2025-07-14,SGD,0.730924
2025-07-15,SGD,0.732213
2025-07-16,SGD,0.730237
2025-07-17,SGD,0.733184
2025-07-18,SGD,0.732764
2025-07-21,SGD,0.731717
2025-07-22,SGD,0.734194
2025-07-23,SGD,0.733329
2025-07-24,SGD,0.73548
2025-07-25,SGD,0.73788
2025-07-28,SGD,0.73852
2025-07-29,SGD,0.738841
2025-07-30,SGD,0.738222
2025-07-31,SGD,0.740168
2025-08-01,SGD,0.740927
2025-08-04,SGD,0.742807
2025-08-05,SGD,0.742055
2025-08-06,SGD,0.740687
2025-08-07,SGD,0.743063
2025-08-08,SGD,0.743683
2025-08-11,SGD,0.742278
2025-08-12,SGD,0.740936
2025-08-13,SGD,0.738167
2025-08-14,SGD,0.739404
2025-08-15,SGD,0.740337
2025-08-18,SGD,0.739781
2025-08-19,SGD,0.739212
2025-08-20,SGD,0.736783
2025-08-21,SGD,0.736959
2025-08-22,SGD,0.734615
2025-08-25,SGD,0.732412
2025-08-26,SGD,0.733593
2025-08-27,SGD,0.733219
2025-08-28,SGD,0.731473
2025-08-29,SGD,0.732353
2025-09-01,SGD,0.731313
2025-09-02,SGD,0.731709
2025-09-03,SGD,0.732968
2025-09-04,SGD,0.730305
2025-09-05,SGD,0.732195
2025-09-08,SGD,0.734051
2025-09-09,SGD,0.734526
2025-09-10,SGD,0.734236
2025-09-11,SGD,0.735792
2025-09-12,SGD,0.73748
2025-09-15,SGD,0.735904
2025-09-16,SGD,0.737227
2025-09-17,SGD,0.736838
2025-09-18,SGD,0.734906
2025-09-19,SGD,0.734536
2025-09-22,SGD,0.735687
2025-09-23,SGD,0.737243
2025-09-24,SGD,0.734183
2025-09-25,SGD,0.734741
2025-09-26,SGD,0.736879
2025-09-29,SGD,0.735923
2025-09-30,SGD,0.737266
2025-10-01,SGD,0.737026
2025-10-02,SGD,0.735965
2025-10-03,SGD,0.734221
2025-10-06,SGD,0.734303
2025-10-07,SGD,0.736324
2025-10-08,SGD,0.737359
2025-10-09,SGD,0.737561
2025-10-10,SGD,0.735384
2025-10-13,SGD,0.734468
2025-10-14,SGD,0.736021
2025-10-15,SGD,0.73613
2025-10-16,SGD,0.738705
2025-10-17,SGD,0.741407
2025-10-20,SGD,0.742107
2025-10-21,SGD,0.744967
2025-10-22,SGD,0.744074
2025-10-23,SGD,0.745067
2025-10-24,SGD,0.745056
2025-10-27,SGD,0.745155
2025-10-28,SGD,0.745207
2025-10-29,SGD,0.74403
2025-10-30,SGD,0.745219
2025-10-31,SGD,0.744972
2025-11-03,SGD,0.744635
2025-11-04,SGD,0.743264
2025-11-05,SGD,0.742996
2025-11-06,SGD,0.742814
2025-11-07,SGD,0.74389
2025-11-10,SGD,0.743405
2025-11-11,SGD,0.743261
2025-11-12,SGD,0.743985
2025-11-13,SGD,0.746103
2025-11-14,SGD,0.744173
2025-11-17,SGD,0.742331
2025-11-18,SGD,0.742411
2025-11-19,SGD,0.742683
2025-11-20,SGD,0.743894
2025-11-21,SGD,0.745653
2025-11-24,SGD,0.747219
2025-11-25,SGD,0.745293
2025-11-26,SGD,0.746672
2025-11-27,SGD,0.747364
2025-11-28,SGD,0.746516
2025-12-01,SGD,0.745671
2025-12-02,SGD,0.747293
2025-12-03,SGD,0.747333
2025-12-04,SGD,0.747108
2025-12-05,SGD,0.747423
2025-12-08,SGD,0.747298
2025-12-09,SGD,0.746766
2025-12-10,SGD,0.746975
2025-12-11,SGD,0.746628
2025-12-12,SGD,0.745132
2025-12-15,SGD,0.744753
2025-12-16,SGD,0.744648
2025-12-17,SGD,0.744754
2025-12-18,SGD,0.747203
2025-12-19,SGD,0.746362
