transaction_id,client_id,created_at,completed_at,payout_country,currency,amount,status,client_fee,direct_cost,failure_reason
TX00003391,CL0484,2025-01-29 16:03:13,2025-01-30 00:39:23,United States,USD,134.16,completed,9.92,4.57,
TX00003392,CL0107,2025-01-29 16:04:54,,Spain,EUR,467.41,failed,0.0,0.0,Technical error
TX00003393,CL0208,2025-01-29 16:06:59,2025-01-29 20:58:36,United States,USD,1455.94,completed,43.63,10.52,
TX00003394,CL0418,2025-01-29 16:18:37,2025-01-30 03:06:12,Poland,PLN,1712.98,completed,66.27,28.63,
TX00003395,CL0401,2025-01-29 16:23:48,2025-01-30 05:04:34,UAE,AED,1028.75,completed,60.51,23.59,
TX00003396,CL0467,2025-01-29 16:32:38,2025-01-29 20:00:22,Canada,CAD,314.24,completed,19.31,5.81,
TX00003397,CL0373,2025-01-29 16:39:53,2025-01-30 02:26:29,United States,USD,150.01,completed,8.42,3.71,
TX00003398,CL0467,2025-01-29 16:57:03,2025-01-29 19:30:04,Canada,CAD,560.13,completed,34.32,9.64,
TX00003399,CL0121,2025-01-29 17:00:38,2025-01-30 07:36:17,Poland,PLN,631.34,completed,34.37,18.64,
TX00003400,CL0269,2025-01-29 17:03:06,2025-01-30 09:12:47,United States,USD,5563.53,completed,118.99,31.77,
TX00003401,CL0063,2025-01-29 17:05:53,2025-01-29 17:49:10,United States,USD,242.78,completed,13.97,4.15,
TX00003402,CL0238,2025-01-29 17:33:40,2025-01-30 14:11:15,Netherlands,EUR,2522.22,completed,48.04,18.75,
TX00003403,CL0123,2025-01-29 17:34:26,2025-01-30 10:30:06,Poland,PLN,561.77,completed,34.03,20.2,
TX00003404,CL0479,2025-01-29 17:42:51,2025-01-31 06:30:26,Estonia,EUR,273.74,completed,18.64,4.55,
TX00003405,CL0373,2025-01-29 17:50:52,2025-01-29 19:54:55,United States,USD,595.18,completed,34.44,6.02,
TX00003406,CL0063,2025-01-29 17:53:43,2025-01-30 10:49:52,United States,USD,310.02,completed,18.54,4.41,
TX00003407,CL0063,2025-01-29 17:54:39,2025-01-29 19:17:15,United States,USD,86.21,completed,5.17,3.26,
TX00003408,CL0238,2025-01-29 17:58:09,2025-01-29 22:57:03,United States,USD,2996.24,completed,58.9,17.9,
TX00003409,CL0063,2025-01-29 18:05:46,2025-01-30 02:29:55,United States,USD,156.65,completed,9.34,4.73,
TX00003410,CL0484,2025-01-29 18:06:58,2025-01-29 20:53:24,Canada,CAD,486.94,completed,35.95,8.63,
TX00003411,CL0467,2025-01-29 18:10:09,2025-01-30 00:11:23,United States,USD,138.27,completed,8.52,4.31,
TX00003412,CL0087,2025-01-29 18:18:51,2025-01-29 21:45:10,United States,USD,765.97,completed,47.96,6.45,
TX00003413,CL0312,2025-01-29 18:23:57,2025-01-30 00:32:03,Netherlands,EUR,49.84,completed,3.14,4.17,
TX00003414,CL0186,2025-01-29 18:26:13,,Germany,EUR,402.18,failed,0.0,1.98,Unsupported route
TX00003415,CL0275,2025-01-29 18:27:30,2025-01-30 17:34:46,Estonia,EUR,127.08,completed,8.52,4.05,
TX00003416,CL0186,2025-01-29 18:33:14,2025-01-29 20:51:35,Estonia,EUR,160.42,completed,10.01,4.54,
TX00003417,CL0318,2025-01-29 18:42:09,2025-01-29 20:25:01,United Kingdom,GBP,105.24,completed,6.48,3.76,
TX00003418,CL0063,2025-01-29 18:42:19,2025-01-29 22:53:54,United States,USD,121.48,completed,7.01,3.36,
TX00003419,CL0156,2025-01-29 18:43:15,2025-01-29 20:08:56,United States,USD,129.1,completed,9.1,4.12,
TX00003420,CL0380,2025-01-29 18:44:57,2025-01-30 00:25:14,United Kingdom,GBP,1237.82,completed,42.17,8.59,
TX00003421,CL0380,2025-01-29 18:53:34,2025-01-30 01:20:01,United Kingdom,GBP,728.97,completed,24.59,7.36,
TX00003422,CL0024,2025-01-29 19:53:50,2025-01-30 23:10:41,Singapore,SGD,792.48,completed,38.94,11.1,
TX00003423,CL0063,2025-01-29 21:39:30,2025-01-29 23:34:03,United States,USD,330.86,completed,19.67,4.81,
TX00003424,CL0467,2025-01-29 21:50:09,2025-01-30 07:23:03,United States,USD,339.54,completed,19.49,5.49,
TX00003425,CL0084,2025-01-30 00:04:46,2025-01-30 13:44:00,Poland,PLN,1176.74,completed,73.89,25.04,
TX00003426,CL0269,2025-01-30 01:02:45,2025-01-30 17:41:33,Poland,PLN,6114.72,completed,127.86,69.29,
TX00003427,CL0323,2025-01-30 02:13:31,2025-01-30 03:17:33,Estonia,EUR,288.85,completed,20.03,4.25,
TX00003428,CL0224,2025-01-30 08:08:43,2025-01-30 09:45:46,United States,USD,225.46,completed,14.14,4.67,
TX00003429,CL0291,2025-01-30 09:00:41,2025-01-30 14:28:32,United States,USD,201.64,completed,11.82,4.23,
TX00003430,CL0128,2025-01-30 09:11:03,2025-01-30 14:55:09,United States,USD,130.71,completed,7.09,4.45,
TX00003431,CL0224,2025-01-30 09:11:13,2025-01-31 09:14:19,Estonia,EUR,375.07,completed,23.96,5.64,
TX00003432,CL0121,2025-01-30 09:16:42,2025-01-30 20:37:01,Poland,PLN,1442.49,completed,84.39,29.08,
TX00003433,CL0156,2025-01-30 10:03:46,,United States,USD,189.29,failed,0.0,0.0,Technical error
TX00003434,CL0224,2025-01-30 11:18:26,2025-01-30 17:17:32,United States,USD,168.7,completed,10.21,4.15,
TX00003435,CL0489,2025-01-30 12:02:16,2025-01-30 15:56:19,United Kingdom,GBP,263.32,completed,15.53,4.15,
TX00003436,CL0291,2025-01-30 14:20:01,2025-01-31 04:44:28,United States,USD,194.84,completed,10.39,4.97,
TX00003437,CL0128,2025-01-30 14:26:18,2025-01-30 15:37:12,United Kingdom,GBP,156.53,completed,8.61,3.39,
TX00003438,CL0087,2025-01-30 14:46:23,2025-01-31 00:20:02,United States,USD,920.62,completed,53.99,8.06,
TX00003439,CL0228,2025-01-30 14:58:48,2025-01-30 16:48:08,Cyprus,EUR,463.78,completed,19.2,5.37,
TX00003440,CL0156,2025-01-30 15:18:14,2025-01-31 04:53:15,UAE,AED,1067.98,completed,75.84,21.47,
TX00003441,CL0084,2025-01-30 16:20:04,2025-01-31 14:38:54,United States,USD,244.33,completed,15.12,5.21,
TX00003442,CL0084,2025-01-30 17:09:05,2025-01-31 04:21:03,Poland,PLN,2062.02,completed,131.43,32.67,
TX00003443,CL0147,2025-01-30 17:24:50,2025-01-30 19:33:26,United States,USD,1951.4,completed,38.51,10.6,
TX00003444,CL0291,2025-01-30 17:30:00,2025-01-30 18:51:47,United States,USD,377.94,completed,20.65,4.74,
TX00003445,CL0478,2025-01-30 18:06:55,2025-01-30 23:12:42,Netherlands,EUR,320.57,completed,12.24,4.67,
TX00003446,CL0478,2025-01-30 18:25:30,2025-01-31 04:48:50,France,EUR,423.67,completed,16.17,5.55,
TX00003447,CL0312,2025-01-30 23:48:55,2025-01-31 07:27:27,Estonia,EUR,106.78,completed,6.66,3.46,
TX00003448,CL0177,2025-01-31 00:05:03,2025-01-31 02:44:55,Cyprus,EUR,242.52,completed,15.49,4.09,
TX00003449,CL0205,2025-01-31 00:31:31,2025-01-31 16:56:16,Singapore,SGD,121.99,completed,7.83,6.07,
TX00003450,CL0102,2025-01-31 00:42:15,2025-01-31 10:16:51,Estonia,EUR,120.21,completed,7.34,4.14,
TX00003451,CL0428,2025-01-31 00:54:16,2025-01-31 19:53:39,United States,USD,255.94,completed,16.4,4.89,
TX00003452,CL0428,2025-01-31 01:16:58,2025-01-31 14:23:24,United States,USD,570.55,completed,38.04,6.1,
TX00003453,CL0464,2025-01-31 01:20:26,2025-01-31 11:04:59,United States,USD,570.22,completed,36.19,5.62,
TX00003454,CL0335,2025-01-31 03:04:17,2025-01-31 12:47:26,United States,USD,1324.6,completed,77.78,8.39,
TX00003455,CL0177,2025-01-31 03:10:22,2025-01-31 08:32:00,Spain,EUR,434.44,completed,25.92,6.13,
TX00003456,CL0335,2025-01-31 04:22:52,2025-01-31 14:12:35,Poland,PLN,7164.54,completed,412.14,74.32,
TX00003457,CL0464,2025-01-31 07:42:28,2025-01-31 13:26:13,United States,USD,449.04,completed,28.29,5.07,
TX00003458,CL0015,2025-01-31 08:01:32,2025-01-31 12:14:07,Estonia,EUR,156.08,completed,10.13,4.49,
TX00003459,CL0485,2025-01-31 08:02:46,2025-02-01 08:17:29,Singapore,SGD,2559.76,completed,90.53,26.2,
TX00003460,CL0406,2025-01-31 08:06:36,2025-02-01 14:37:16,Poland,PLN,880.09,completed,48.82,24.36,
TX00003461,CL0102,2025-01-31 08:13:14,,Poland,PLN,188.03,failed,0.0,6.48,Technical error
TX00003462,CL0201,2025-01-31 08:26:02,2025-01-31 17:40:52,United States,USD,283.79,completed,12.92,4.47,
TX00003463,CL0323,2025-01-31 08:27:40,2025-01-31 16:32:00,United States,USD,67.86,completed,4.47,3.45,
TX00003464,CL0464,2025-01-31 08:27:41,2025-01-31 13:23:02,United States,USD,183.97,completed,11.14,4.51,
TX00003465,CL0465,2025-01-31 08:33:04,2025-02-01 01:14:44,Singapore,SGD,216.11,completed,12.0,6.2,
TX00003466,CL0406,2025-01-31 08:33:54,2025-01-31 11:07:26,United States,USD,265.31,completed,16.23,5.27,
TX00003467,CL0299,2025-01-31 08:36:17,2025-02-02 09:46:18,Singapore,SGD,896.46,completed,31.2,12.26,
TX00003468,CL0302,2025-01-31 08:47:54,2025-02-01 03:50:22,Poland,PLN,1693.13,completed,92.48,33.92,
TX00003469,CL0361,2025-01-31 08:54:49,2025-01-31 09:48:46,France,EUR,210.61,completed,12.94,4.37,
TX00003470,CL0465,2025-01-31 08:56:26,2025-01-31 22:27:39,Singapore,SGD,100.85,completed,5.47,4.98,
TX00003471,CL0183,2025-01-31 08:58:36,2025-01-31 21:47:12,UAE,AED,203.04,completed,11.79,13.07,
TX00003472,CL0500,2025-01-31 08:58:44,2025-01-31 11:06:20,Canada,CAD,746.57,completed,46.91,10.03,
TX00003473,CL0379,2025-01-31 09:07:54,2025-01-31 15:03:47,United States,USD,106.28,completed,7.11,4.39,
TX00003474,CL0428,2025-01-31 09:09:58,2025-01-31 21:02:22,United States,USD,767.39,completed,49.9,7.65,
TX00003475,CL0465,2025-01-31 09:11:04,,Singapore,SGD,159.07,failed,0.0,0.0,Technical error
TX00003476,CL0465,2025-01-31 09:11:09,2025-02-01 07:33:31,Singapore,SGD,108.09,completed,6.2,6.45,
TX00003477,CL0465,2025-01-31 09:11:16,2025-02-01 23:47:00,Singapore,SGD,178.2,completed,9.68,5.84,
TX00003478,CL0428,2025-01-31 09:11:34,2025-01-31 11:05:02,United States,USD,536.28,completed,34.1,5.34,
TX00003479,CL0335,2025-01-31 09:23:17,2025-02-02 08:59:50,United States,USD,733.15,completed,42.92,6.65,
TX00003480,CL0335,2025-01-31 09:29:37,2025-02-01 01:54:00,United States,USD,1440.39,completed,85.69,10.45,
TX00003481,CL0464,2025-01-31 09:35:59,2025-01-31 11:52:32,United States,USD,96.71,completed,6.27,3.31,
TX00003482,CL0335,2025-01-31 09:36:48,2025-01-31 21:42:57,United States,USD,1641.53,completed,98.77,11.21,
TX00003483,CL0302,2025-01-31 09:41:22,2025-02-01 11:53:48,Poland,PLN,2293.71,completed,124.76,34.97,
TX00003484,CL0147,2025-01-31 09:49:23,2025-01-31 13:35:43,United Kingdom,GBP,1640.69,completed,32.16,13.18,
TX00003485,CL0205,2025-01-31 09:53:25,2025-02-02 22:24:34,Singapore,SGD,277.96,completed,18.17,7.68,
TX00003486,CL0156,2025-01-31 09:54:40,2025-01-31 18:31:02,United States,USD,118.19,completed,7.68,3.94,
TX00003487,CL0102,2025-01-31 09:58:38,2025-01-31 11:31:08,France,EUR,326.93,completed,19.81,4.74,
TX00003488,CL0500,2025-01-31 09:59:35,2025-01-31 13:34:29,Canada,CAD,492.87,completed,29.24,7.35,
TX00003489,CL0428,2025-01-31 10:09:57,2025-01-31 23:36:22,Poland,PLN,9396.1,completed,631.7,95.69,
TX00003490,CL0302,2025-01-31 10:12:12,2025-01-31 21:19:44,Poland,PLN,988.49,completed,54.93,25.94,
TX00003491,CL0500,2025-01-31 10:16:10,,Canada,CAD,398.07,failed,0.0,0.0,Bank rejected
TX00003492,CL0485,2025-01-31 10:18:54,,Singapore,SGD,2343.7,failed,0.0,0.0,Bank rejected
TX00003493,CL0464,2025-01-31 10:20:32,2025-02-01 12:00:02,United States,USD,797.08,completed,51.32,6.86,
TX00003494,CL0335,2025-01-31 10:22:30,2025-01-31 19:34:22,United States,USD,2231.51,completed,134.39,14.47,
TX00003495,CL0205,2025-01-31 10:26:59,2025-02-01 05:18:34,Singapore,SGD,194.5,completed,12.8,5.87,
TX00003496,CL0128,2025-01-31 10:28:29,2025-01-31 13:59:12,United Kingdom,GBP,196.98,completed,11.05,4.15,
TX00003497,CL0428,2025-01-31 10:32:04,2025-01-31 15:07:28,United States,USD,516.23,completed,35.22,5.62,
TX00003498,CL0269,2025-01-31 10:33:24,2025-01-31 23:48:37,Poland,PLN,7586.82,completed,160.15,89.91,
TX00003499,CL0183,2025-01-31 10:36:44,2025-02-01 00:31:33,UAE,AED,1022.8,completed,61.48,22.67,
TX00003500,CL0500,2025-01-31 10:42:22,2025-01-31 12:15:01,Canada,CAD,725.54,completed,44.17,8.34,
TX00003501,CL0500,2025-01-31 10:45:08,2025-01-31 14:16:54,Canada,CAD,619.87,completed,37.36,8.05,
TX00003502,CL0205,2025-01-31 10:49:21,2025-02-01 03:30:19,Singapore,SGD,597.46,completed,36.67,10.16,
TX00003503,CL0015,2025-01-31 10:57:05,2025-01-31 19:44:39,France,EUR,94.97,completed,6.04,4.22,
TX00003504,CL0015,2025-01-31 10:57:06,2025-01-31 14:53:22,France,EUR,133.69,completed,8.69,3.54,
TX00003505,CL0500,2025-01-31 11:07:16,2025-02-01 06:23:35,Canada,CAD,1133.72,completed,71.91,10.74,
TX00003506,CL0312,2025-01-31 11:14:01,2025-01-31 20:32:43,Estonia,EUR,268.08,completed,16.81,4.14,
TX00003507,CL0183,2025-01-31 11:16:34,2025-02-01 02:16:56,UAE,AED,1306.44,completed,80.74,28.3,
TX00003508,CL0428,2025-01-31 11:16:44,2025-01-31 17:59:36,Poland,PLN,2119.29,completed,134.1,34.98,
TX00003509,CL0102,2025-01-31 11:23:59,2025-01-31 15:41:46,Germany,EUR,162.63,completed,10.08,4.05,
TX00003510,CL0015,2025-01-31 11:24:32,2025-01-31 13:52:56,Spain,EUR,167.09,completed,10.66,4.0,
TX00003511,CL0500,2025-01-31 11:27:26,2025-01-31 15:37:04,Canada,CAD,767.56,completed,48.26,10.97,
TX00003512,CL0335,2025-01-31 11:29:12,2025-01-31 18:44:41,Poland,PLN,4664.08,completed,282.37,53.49,
TX00003513,CL0335,2025-01-31 11:33:32,2025-02-01 03:53:12,Poland,PLN,7978.51,completed,474.45,81.42,
TX00003514,CL0205,2025-01-31 11:35:09,2025-02-01 02:11:36,Singapore,SGD,88.63,completed,5.7,6.49,
TX00003515,CL0428,2025-01-31 11:43:02,2025-01-31 20:55:33,United States,USD,452.98,completed,31.37,5.61,
TX00003516,CL0302,2025-01-31 11:50:11,2025-02-01 02:53:05,Poland,PLN,2301.19,completed,132.45,39.77,
TX00003517,CL0379,2025-01-31 11:50:59,2025-01-31 13:16:14,United States,USD,128.03,completed,8.17,3.44,
TX00003518,CL0329,2025-01-31 11:54:37,2025-02-01 09:43:51,Canada,CAD,583.67,completed,36.83,8.69,
TX00003519,CL0084,2025-01-31 11:55:05,2025-02-01 01:11:03,Poland,PLN,796.77,completed,50.93,19.56,
TX00003520,CL0250,2025-01-31 12:01:58,2025-01-31 13:53:23,United States,USD,1187.53,completed,63.78,9.37,
TX00003521,CL0205,2025-01-31 12:11:26,2025-01-31 20:11:11,Singapore,SGD,129.77,completed,8.66,5.46,
TX00003522,CL0465,2025-01-31 12:20:21,2025-02-03 07:54:17,Singapore,SGD,116.96,completed,6.7,6.29,
TX00003523,CL0302,2025-01-31 12:22:11,2025-02-02 01:22:18,Poland,PLN,984.49,completed,57.54,20.82,
TX00003524,CL0269,2025-01-31 12:25:06,2025-01-31 18:54:42,Poland,PLN,5649.48,completed,119.62,61.22,
TX00003525,CL0302,2025-01-31 12:31:12,2025-02-01 06:17:42,Poland,PLN,1302.94,completed,73.24,25.06,
TX00003526,CL0329,2025-01-31 12:36:04,2025-02-01 02:55:16,Canada,CAD,342.6,completed,20.99,6.84,
TX00003527,CL0428,2025-01-31 12:37:51,2025-02-01 06:40:24,Poland,PLN,1195.71,completed,81.33,22.36,
TX00003528,CL0406,2025-01-31 12:44:20,2025-01-31 16:18:53,United States,USD,308.56,completed,17.23,5.14,
TX00003529,CL0299,2025-01-31 12:46:27,2025-02-01 01:41:10,Singapore,SGD,898.95,completed,34.03,12.17,
TX00003530,CL0205,2025-01-31 12:51:54,2025-02-01 11:40:24,Singapore,SGD,155.97,completed,10.38,5.93,
TX00003531,CL0379,2025-01-31 12:56:51,2025-01-31 19:24:43,United States,USD,175.53,completed,10.86,4.64,
TX00003532,CL0464,2025-01-31 12:57:45,2025-01-31 21:30:09,United States,USD,876.57,completed,53.36,7.16,
TX00003533,CL0335,2025-01-31 13:00:07,2025-01-31 13:58:04,United States,USD,1476.63,completed,85.49,10.25,
TX00003534,CL0335,2025-01-31 13:01:43,2025-02-01 09:53:26,Poland,PLN,1560.69,completed,94.5,26.95,
TX00003535,CL0335,2025-01-31 13:09:05,2025-01-31 23:07:16,Poland,PLN,7513.28,completed,442.9,81.94,
TX00003536,CL0299,2025-01-31 13:21:59,2025-02-01 22:06:46,Singapore,SGD,2505.73,completed,89.94,28.21,
TX00003537,CL0302,2025-01-31 13:24:10,2025-01-31 21:17:55,Poland,PLN,653.11,completed,36.39,17.17,
TX00003538,CL0302,2025-01-31 13:24:18,2025-02-01 18:37:01,Poland,PLN,1375.55,completed,75.2,24.37,
TX00003539,CL0428,2025-01-31 13:41:17,2025-01-31 20:33:45,United States,USD,1346.65,completed,91.69,8.84,
TX00003540,CL0449,2025-01-31 13:43:36,2025-01-31 22:51:56,Poland,PLN,1394.01,completed,85.3,27.2,
TX00003541,CL0428,2025-01-31 13:46:56,2025-02-01 03:35:05,United States,USD,700.65,completed,47.54,6.16,
TX00003542,CL0250,2025-01-31 13:50:30,2025-01-31 18:06:37,United States,USD,379.42,completed,19.14,5.44,
TX00003543,CL0205,2025-01-31 14:03:48,2025-02-01 01:35:43,Singapore,SGD,330.75,completed,22.04,8.12,
TX00003544,CL0428,2025-01-31 14:03:48,2025-02-01 01:16:25,Poland,PLN,2853.71,completed,188.25,38.0,
TX00003545,CL0335,2025-01-31 14:18:42,2025-01-31 17:08:51,United States,USD,510.7,completed,29.94,6.09,
TX00003546,CL0102,2025-01-31 14:21:13,2025-02-01 00:52:21,Poland,PLN,2419.97,completed,146.73,35.22,
TX00003547,CL0361,2025-01-31 14:25:27,2025-02-01 06:14:03,Germany,EUR,147.56,completed,8.46,3.62,
TX00003548,CL0102,2025-01-31 14:27:51,2025-02-01 02:50:55,Poland,PLN,561.22,completed,35.51,21.79,
TX00003549,CL0205,2025-01-31 14:29:24,2025-02-01 06:37:29,Singapore,SGD,247.4,completed,15.58,6.6,
TX00003550,CL0361,2025-01-31 14:29:56,2025-01-31 19:50:44,Spain,EUR,226.91,completed,12.92,4.26,
TX00003551,CL0299,2025-01-31 14:33:42,2025-02-01 02:09:52,Singapore,SGD,4759.83,completed,175.49,41.89,
TX00003552,CL0464,2025-01-31 14:42:18,2025-01-31 21:13:10,United States,USD,251.42,completed,15.34,3.95,
TX00003553,CL0205,2025-01-31 14:45:50,2025-02-01 06:08:13,Singapore,SGD,272.35,completed,17.81,7.41,
TX00003554,CL0335,2025-01-31 14:48:07,2025-02-01 06:02:38,Poland,PLN,2211.41,completed,128.54,34.97,
TX00003555,CL0121,2025-01-31 14:48:45,2025-02-01 05:47:35,Poland,PLN,1298.87,completed,72.62,22.04,
TX00003556,CL0199,2025-01-31 14:49:11,,Estonia,EUR,451.99,failed,0.0,0.0,Technical error
TX00003557,CL0431,2025-01-31 14:53:56,2025-01-31 15:47:36,United States,USD,244.56,completed,16.39,4.78,
TX00003558,CL0428,2025-01-31 14:54:35,2025-02-01 06:37:28,United States,USD,1347.7,completed,87.8,9.54,
TX00003559,CL0177,2025-01-31 14:57:42,2025-01-31 19:08:06,Germany,EUR,144.93,completed,8.78,3.97,
TX00003560,CL0478,2025-01-31 14:58:37,2025-02-01 00:45:23,United States,USD,1076.37,completed,41.8,9.62,
TX00003561,CL0302,2025-01-31 15:12:32,,Poland,PLN,983.43,failed,0.0,0.0,Technical error
TX00003562,CL0428,2025-01-31 15:16:48,2025-01-31 22:44:07,Poland,PLN,1200.62,completed,80.39,25.58,
TX00003563,CL0500,2025-01-31 15:19:21,2025-01-31 20:31:47,Canada,CAD,314.41,completed,19.74,7.38,
TX00003564,CL0335,2025-01-31 15:20:07,2025-02-01 18:58:40,Poland,PLN,6063.52,completed,357.34,75.35,
TX00003565,CL0485,2025-01-31 15:21:41,2025-02-01 17:16:57,Singapore,SGD,2242.01,completed,85.17,24.16,
TX00003566,CL0395,2025-01-31 15:24:48,2025-02-02 01:22:09,UAE,AED,2302.82,completed,141.84,34.72,
TX00003567,CL0379,2025-01-31 15:28:11,2025-01-31 16:06:40,United States,USD,131.97,completed,8.31,3.51,
TX00003568,CL0500,2025-01-31 15:38:26,2025-01-31 19:14:42,Canada,CAD,884.36,completed,53.44,10.75,
TX00003569,CL0428,2025-01-31 15:38:40,2025-01-31 18:38:24,United States,USD,505.22,completed,32.39,5.17,
TX00003570,CL0500,2025-01-31 15:45:30,2025-02-01 09:19:31,Canada,CAD,562.71,completed,34.51,7.55,
TX00003571,CL0015,2025-01-31 15:54:11,2025-01-31 22:06:10,Canada,CAD,355.04,completed,22.79,7.02,
TX00003572,CL0395,2025-01-31 16:14:28,2025-01-31 23:03:07,France,EUR,457.39,completed,27.41,6.05,
TX00003573,CL0183,2025-01-31 16:21:42,2025-01-31 22:44:00,UAE,AED,442.71,completed,27.46,19.92,
TX00003574,CL0205,2025-01-31 16:24:31,2025-02-01 00:50:21,Singapore,SGD,702.52,completed,47.0,11.71,
TX00003575,CL0406,2025-01-31 16:25:36,2025-02-01 01:16:38,Poland,PLN,541.62,completed,31.44,17.16,
TX00003576,CL0329,2025-01-31 16:30:38,2025-01-31 22:42:53,Canada,CAD,116.72,completed,6.97,5.56,
TX00003577,CL0168,2025-01-31 16:30:41,,Poland,PLN,1028.29,failed,0.0,10.73,Compliance review
TX00003578,CL0379,2025-01-31 16:31:28,2025-01-31 22:05:47,United States,USD,183.72,completed,11.87,4.35,
TX00003579,CL0168,2025-01-31 16:36:47,2025-02-01 09:36:57,Poland,PLN,242.81,completed,13.79,17.15,
TX00003580,CL0335,2025-01-31 16:37:33,2025-02-01 06:06:08,Poland,PLN,4023.93,completed,241.95,46.63,
TX00003581,CL0485,2025-01-31 16:40:57,2025-02-01 13:03:18,Singapore,SGD,3268.22,completed,122.25,32.5,
TX00003582,CL0291,2025-01-31 16:42:39,2025-01-31 19:37:48,United States,USD,412.74,completed,23.0,4.74,
TX00003583,CL0015,2025-01-31 16:49:55,2025-01-31 20:57:21,Estonia,EUR,168.06,completed,10.9,4.82,
TX00003584,CL0205,2025-01-31 16:50:13,2025-02-01 00:44:55,Singapore,SGD,234.31,completed,15.44,7.34,
TX00003585,CL0299,2025-01-31 16:55:32,2025-02-01 14:04:32,Singapore,SGD,1988.38,completed,72.32,22.31,
TX00003586,CL0379,2025-01-31 16:57:31,2025-02-01 02:15:29,United States,USD,215.17,completed,13.62,4.14,
TX00003587,CL0406,2025-01-31 17:06:33,2025-02-01 04:02:01,Poland,PLN,1277.79,completed,72.89,26.58,
TX00003588,CL0224,2025-01-31 17:08:52,2025-01-31 22:14:51,United States,USD,443.35,completed,28.72,4.83,
TX00003589,CL0299,2025-01-31 17:11:22,2025-02-01 07:33:45,Singapore,SGD,377.4,completed,13.48,7.89,
TX00003590,CL0205,2025-01-31 17:13:07,2025-02-01 02:21:17,Singapore,SGD,997.72,completed,66.86,13.04,
TX00003591,CL0395,2025-01-31 17:15:35,2025-01-31 23:52:46,UAE,AED,1293.37,completed,77.05,22.18,
TX00003592,CL0500,2025-01-31 17:23:23,2025-02-02 02:28:06,Canada,CAD,432.07,completed,26.69,8.6,
TX00003593,CL0015,2025-01-31 17:28:44,2025-02-01 07:28:53,Cyprus,EUR,181.64,completed,11.53,4.53,
TX00003594,CL0302,2025-01-31 17:31:19,2025-02-01 05:22:52,Poland,PLN,1267.78,completed,69.23,23.01,
TX00003595,CL0335,2025-01-31 17:35:29,2025-02-01 04:29:00,United States,USD,542.57,completed,32.06,5.29,
TX00003596,CL0485,2025-01-31 17:36:35,2025-02-02 06:51:57,Singapore,SGD,2942.1,completed,111.75,26.03,
TX00003597,CL0464,2025-01-31 17:41:03,2025-01-31 21:34:48,United States,USD,95.31,completed,5.79,3.62,
TX00003598,CL0478,2025-01-31 17:42:49,2025-02-01 10:55:46,United States,USD,817.04,completed,30.93,7.48,
TX00003599,CL0335,2025-01-31 17:43:33,2025-01-31 20:31:36,United States,USD,858.26,completed,49.87,6.54,
TX00003600,CL0464,2025-01-31 17:45:06,2025-02-01 10:17:12,United States,USD,195.03,completed,12.12,4.4,
TX00003601,CL0302,2025-01-31 17:45:42,2025-02-02 01:19:57,Poland,PLN,1528.12,completed,84.52,31.14,
TX00003602,CL0291,2025-01-31 17:50:57,2025-02-02 02:16:04,United States,USD,120.11,completed,6.84,3.85,
TX00003603,CL0015,2025-01-31 17:51:56,2025-01-31 19:24:08,Canada,CAD,158.37,completed,10.37,6.29,
TX00003604,CL0428,2025-01-31 17:56:31,2025-02-01 03:00:31,United States,USD,929.3,completed,64.66,7.37,
TX00003605,CL0464,2025-01-31 18:03:47,2025-02-01 06:56:36,United States,USD,452.23,completed,27.32,5.15,
TX00003606,CL0102,2025-01-31 18:04:10,2025-02-01 06:21:39,Estonia,EUR,66.78,completed,3.89,3.35,
TX00003607,CL0205,2025-01-31 18:16:58,2025-02-01 02:51:05,Singapore,SGD,571.55,completed,38.04,9.98,
TX00003608,CL0302,2025-01-31 18:21:03,,Poland,PLN,1780.05,failed,0.0,0.0,Insufficient funds
TX00003609,CL0306,2025-01-31 18:40:29,2025-01-31 20:57:12,France,EUR,717.89,completed,42.64,6.74,
TX00003610,CL0102,2025-01-31 18:42:54,,Cyprus,EUR,117.02,failed,0.0,1.37,Bank rejected
TX00003611,CL0500,2025-01-31 18:53:29,2025-02-01 09:27:50,Canada,CAD,1510.77,refunded,0.0,14.0,
TX00003612,CL0205,2025-01-31 18:54:38,2025-02-01 10:10:55,Singapore,SGD,295.01,completed,19.71,6.97,
TX00003613,CL0431,2025-01-31 18:56:28,2025-01-31 21:54:30,United States,USD,69.61,completed,4.67,4.51,
TX00003614,CL0428,2025-01-31 18:59:23,2025-02-01 00:51:24,Poland,PLN,1774.09,completed,113.22,30.26,
TX00003615,CL0485,2025-01-31 19:39:38,,Singapore,SGD,959.8,failed,0.0,0.0,Insufficient funds
TX00003616,CL0449,2025-01-31 19:48:13,2025-01-31 21:45:48,United States,USD,354.79,completed,21.1,4.72,
TX00003617,CL0489,2025-01-31 22:11:40,2025-02-01 12:56:17,Poland,PLN,630.61,completed,34.03,18.99,
TX00003618,CL0489,2025-01-31 22:33:52,2025-02-01 02:07:00,United Kingdom,GBP,240.68,completed,13.96,3.63,
TX00003619,CL0329,2025-01-31 23:25:36,2025-02-01 01:12:43,Canada,CAD,158.75,completed,9.63,6.57,
TX00003620,CL0027,2025-02-01 00:09:18,2025-02-01 09:21:09,United Kingdom,GBP,181.57,completed,10.87,3.38,
